"stn_name","year","month","day","daily_rainfall","stn_code"
"Kampong Bahru",2016,1,14,12.2,"S31"
"Kampong Bahru",2016,1,15,14.2,"S31"
"Kampong Bahru",2016,1,16,0,"S31"
"Kampong Bahru",2016,1,17,0,"S31"
"Kampong Bahru",2016,1,18,39.8,"S31"
"Kampong Bahru",2016,1,19,1.6,"S31"
"Kampong Bahru",2016,1,20,8,"S31"
"Kampong Bahru",2016,1,21,0.4,"S31"
"Kampong Bahru",2016,1,22,18,"S31"
"Kampong Bahru",2016,1,23,0.6,"S31"
"Kampong Bahru",2016,1,24,2,"S31"
"Kampong Bahru",2016,1,25,3.2,"S31"
"Kampong Bahru",2016,1,26,9,"S31"
"Kampong Bahru",2016,1,27,0.6,"S31"
"Kampong Bahru",2016,1,28,0.6,"S31"
"Kampong Bahru",2016,1,29,12.4,"S31"
"Kampong Bahru",2016,1,30,0,"S31"
"Kampong Bahru",2016,1,31,12,"S31"
"Jurong Pier",2016,1,1,25,"S33"
"Jurong Pier",2016,1,2,22.2,"S33"
"Jurong Pier",2016,1,3,0.2,"S33"
"Jurong Pier",2016,1,4,12.2,"S33"
"Jurong Pier",2016,1,5,0.2,"S33"
"Jurong Pier",2016,1,6,1.4,"S33"
"Jurong Pier",2016,1,7,0,"S33"
"Jurong Pier",2016,1,8,0,"S33"
"Jurong Pier",2016,1,9,0,"S33"
"Jurong Pier",2016,1,10,0,"S33"
"Jurong Pier",2016,1,11,10.2,"S33"
"Jurong Pier",2016,1,12,0,"S33"
"Jurong Pier",2016,1,13,0.2,"S33"
"Jurong Pier",2016,1,14,13.8,"S33"
"Jurong Pier",2016,1,15,0.8,"S33"
"Jurong Pier",2016,1,16,0,"S33"
"Jurong Pier",2016,1,17,5,"S33"
"Jurong Pier",2016,1,18,19.6,"S33"
"Jurong Pier",2016,1,19,1.2,"S33"
"Jurong Pier",2016,1,20,20.4,"S33"
"Jurong Pier",2016,1,21,0,"S33"
"Jurong Pier",2016,1,22,11.2,"S33"
"Jurong Pier",2016,1,23,39.8,"S33"
"Jurong Pier",2016,1,24,1,"S33"
"Jurong Pier",2016,1,25,13.4,"S33"
"Jurong Pier",2016,1,26,1,"S33"
"Jurong Pier",2016,1,27,0,"S33"
"Jurong Pier",2016,1,28,66.2,"S33"
"Jurong Pier",2016,1,29,24.2,"S33"
"Jurong Pier",2016,1,30,0,"S33"
"Jurong Pier",2016,1,31,33.2,"S33"
"Jurong Island",2016,1,1,22,"S117"
"Jurong Island",2016,1,2,17,"S117"
"Jurong Island",2016,1,3,0,"S117"
"Jurong Island",2016,1,4,22.6,"S117"
"Jurong Island",2016,1,5,2.2,"S117"
"Jurong Island",2016,1,6,5,"S117"
"Jurong Island",2016,1,7,0,"S117"
"Jurong Island",2016,1,8,0,"S117"
"Jurong Island",2016,1,9,0,"S117"
"Jurong Island",2016,1,10,1.4,"S117"
"Jurong Island",2016,1,11,9.4,"S117"
"Jurong Island",2016,1,12,0,"S117"
"Jurong Island",2016,1,13,8,"S117"
"Jurong Island",2016,1,14,4.2,"S117"
"Jurong Island",2016,1,15,13.8,"S117"
"Jurong Island",2016,1,16,0,"S117"
"Jurong Island",2016,1,17,3.2,"S117"
"Jurong Island",2016,1,18,45.2,"S117"
"Jurong Island",2016,1,19,7.4,"S117"
"Jurong Island",2016,1,20,9.8,"S117"
"Jurong Island",2016,1,21,0.2,"S117"
"Jurong Island",2016,1,22,9.2,"S117"
"Jurong Island",2016,1,23,27.2,"S117"
"Jurong Island",2016,1,24,3.8,"S117"
"Jurong Island",2016,1,25,12,"S117"
"Jurong Island",2016,1,26,0.2,"S117"
"Jurong Island",2016,1,27,1.4,"S117"
"Jurong Island",2016,1,28,44.8,"S117"
"Jurong Island",2016,1,29,33.8,"S117"
"Jurong Island",2016,1,30,1,"S117"
"Jurong Island",2016,1,31,56.6,"S117"
"Jurong (West)",2016,1,1,11.2,"S44"
"Jurong (West)",2016,1,2,5,"S44"
"Jurong (West)",2016,1,3,0.2,"S44"
"Jurong (West)",2016,1,4,0,"S44"
"Jurong (West)",2016,1,5,0,"S44"
"Jurong (West)",2016,1,6,7.2,"S44"
"Jurong (West)",2016,1,7,0.2,"S44"
"Jurong (West)",2016,1,8,0,"S44"
"Jurong (West)",2016,1,9,0,"S44"
"Jurong (West)",2016,1,10,0,"S44"
"Jurong (West)",2016,1,11,40.4,"S44"
"Jurong (West)",2016,1,12,0,"S44"
"Jurong (West)",2016,1,13,0.4,"S44"
"Jurong (West)",2016,1,14,12.4,"S44"
"Jurong (West)",2016,1,15,2,"S44"
"Jurong (West)",2016,1,16,0,"S44"
"Jurong (West)",2016,1,17,11.2,"S44"
"Jurong (West)",2016,1,18,13.8,"S44"
"Jurong (West)",2016,1,19,5,"S44"
"Jurong (West)",2016,1,20,5,"S44"
"Jurong (West)",2016,1,21,0,"S44"
"Jurong (West)",2016,1,22,1.8,"S44"
"Jurong (West)",2016,1,23,19.6,"S44"
"Jurong (West)",2016,1,24,0.2,"S44"
"Jurong (West)",2016,1,25,13,"S44"
"Jurong (West)",2016,1,26,2.4,"S44"
"Jurong (West)",2016,1,27,0,"S44"
"Jurong (West)",2016,1,28,34,"S44"
"Jurong (West)",2016,1,29,32.4,"S44"
"Jurong (West)",2016,1,30,0,"S44"
"Jurong (West)",2016,1,31,7.4,"S44"
"Jurong (North)",2016,1,1,11.2,"S101"
"Jurong (North)",2016,1,2,13.8,"S101"
"Jurong (North)",2016,1,5,0,"S101"
"Jurong (North)",2016,1,6,6.8,"S101"
"Jurong (North)",2016,1,7,0,"S101"
"Jurong (North)",2016,1,10,0,"S101"
"Jurong (North)",2016,1,11,39.8,"S101"
"Jurong (North)",2016,1,12,0,"S101"
"Jurong (North)",2016,1,13,0,"S101"
"Jurong (North)",2016,1,14,10.2,"S101"
"Jurong (North)",2016,1,15,1.4,"S101"
"Jurong (North)",2016,1,16,0.8,"S101"
"Jurong (North)",2016,1,17,27.6,"S101"
"Jurong (North)",2016,1,18,12.2,"S101"
"Jurong (North)",2016,1,19,0.8,"S101"
"Jurong (North)",2016,1,20,12.4,"S101"
"Jurong (North)",2016,1,21,0,"S101"
"Jurong (North)",2016,1,22,5.2,"S101"
"Jurong (North)",2016,1,23,28,"S101"
"Jurong (North)",2016,1,24,0,"S101"
"Jurong (North)",2016,1,25,11.4,"S101"
"Jurong (North)",2016,1,26,0.6,"S101"
"Jurong (North)",2016,1,27,0,"S101"
"Jurong (North)",2016,1,28,36.8,"S101"
"Jurong (North)",2016,1,29,35.2,"S101"
"Jurong (North)",2016,1,30,0,"S101"
"Jurong (North)",2016,1,31,20,"S101"
"East Coast Parkway",2016,1,1,0.2,"S107"
"East Coast Parkway",2016,1,2,24.2,"S107"
"East Coast Parkway",2016,1,3,11.8,"S107"
"East Coast Parkway",2016,1,4,0,"S107"
"East Coast Parkway",2016,1,5,0,"S107"
"East Coast Parkway",2016,1,6,0,"S107"
"East Coast Parkway",2016,1,7,0,"S107"
"East Coast Parkway",2016,1,8,0,"S107"
"East Coast Parkway",2016,1,9,0.6,"S107"
"East Coast Parkway",2016,1,10,0,"S107"
"East Coast Parkway",2016,1,11,0,"S107"
"East Coast Parkway",2016,1,12,0,"S107"
"East Coast Parkway",2016,1,13,0,"S107"
"East Coast Parkway",2016,1,14,0,"S107"
"East Coast Parkway",2016,1,15,0,"S107"
"East Coast Parkway",2016,1,16,6.6,"S107"
"East Coast Parkway",2016,1,17,37.8,"S107"
"East Coast Parkway",2016,1,18,0,"S107"
"East Coast Parkway",2016,1,19,0,"S107"
"East Coast Parkway",2016,1,20,0.2,"S107"
"East Coast Parkway",2016,1,21,1.2,"S107"
"East Coast Parkway",2016,1,22,0.2,"S107"
"East Coast Parkway",2016,1,23,2.2,"S107"
"East Coast Parkway",2016,1,24,0,"S107"
"East Coast Parkway",2016,1,25,3.6,"S107"
"East Coast Parkway",2016,1,26,10.4,"S107"
"East Coast Parkway",2016,1,27,0.2,"S107"
"East Coast Parkway",2016,1,28,0,"S107"
"East Coast Parkway",2016,1,29,0,"S107"
"East Coast Parkway",2016,1,30,0,"S107"
"East Coast Parkway",2016,1,31,0,"S107"
"Dhoby Ghaut",2016,1,1,2.4,"S118"
"Dhoby Ghaut",2016,1,2,23.4,"S118"
"Dhoby Ghaut",2016,1,3,2.6,"S118"
"Dhoby Ghaut",2016,1,4,4.8,"S118"
"Dhoby Ghaut",2016,1,5,0,"S118"
"Dhoby Ghaut",2016,1,6,0,"S118"
"Dhoby Ghaut",2016,1,7,0,"S118"
"Dhoby Ghaut",2016,1,8,0,"S118"
"Dhoby Ghaut",2016,1,9,12.6,"S118"
"Dhoby Ghaut",2016,1,10,0,"S118"
"Dhoby Ghaut",2016,1,11,12.8,"S118"
"Dhoby Ghaut",2016,1,12,0,"S118"
"Dhoby Ghaut",2016,1,13,0,"S118"
"Dhoby Ghaut",2016,1,14,13,"S118"
"Dhoby Ghaut",2016,1,15,36.8,"S118"
"Dhoby Ghaut",2016,1,16,7.4,"S118"
"Dhoby Ghaut",2016,1,17,11.4,"S118"
"Dhoby Ghaut",2016,1,18,18.2,"S118"
"Dhoby Ghaut",2016,1,19,2.2,"S118"
"Dhoby Ghaut",2016,1,20,17,"S118"
"Dhoby Ghaut",2016,1,21,0.4,"S118"
"Dhoby Ghaut",2016,1,22,37.2,"S118"
"Dhoby Ghaut",2016,1,23,7.4,"S118"
"Dhoby Ghaut",2016,1,24,1.4,"S118"
"Dhoby Ghaut",2016,1,25,3.4,"S118"
"Dhoby Ghaut",2016,1,26,10,"S118"
"Dhoby Ghaut",2016,1,27,0,"S118"
"Dhoby Ghaut",2016,1,28,0.2,"S118"
"Dhoby Ghaut",2016,1,29,3.4,"S118"
"Dhoby Ghaut",2016,1,30,0,"S118"
"Dhoby Ghaut",2016,1,31,2,"S118"
"Clementi",2016,1,1,7.2,"S50"
"Clementi",2016,1,2,32.4,"S50"
"Clementi",2016,1,3,0.2,"S50"
"Clementi",2016,1,4,4.2,"S50"
"Clementi",2016,1,5,1.4,"S50"
"Clementi",2016,1,6,6.2,"S50"
"Clementi",2016,1,7,0,"S50"
"Clementi",2016,1,8,0,"S50"
"Clementi",2016,1,9,0,"S50"
"Clementi",2016,1,10,0,"S50"
"Clementi",2016,1,11,6.4,"S50"
"Clementi",2016,1,12,0,"S50"
"Clementi",2016,1,13,0,"S50"
"Clementi",2016,1,14,12,"S50"
"Clementi",2016,1,15,8.8,"S50"
"Clementi",2016,1,16,0.8,"S50"
"Clementi",2016,1,17,16,"S50"
"Clementi",2016,1,18,23.2,"S50"
"Clementi",2016,1,19,7,"S50"
"Clementi",2016,1,20,2.2,"S50"
"Clementi",2016,1,21,0.2,"S50"
"Clementi",2016,1,22,50.4,"S50"
"Clementi",2016,1,23,1.4,"S50"
"Clementi",2016,1,24,0.6,"S50"
"Clementi",2016,1,25,4.2,"S50"
"Clementi",2016,1,26,2.2,"S50"
"Clementi",2016,1,27,0,"S50"
"Clementi",2016,1,28,34.4,"S50"
"Clementi",2016,1,29,7.6,"S50"
"Clementi",2016,1,30,0,"S50"
"Clementi",2016,1,31,5.8,"S50"
"Choa Chu Kang (West)",2016,1,1,12.8,"S11"
"Choa Chu Kang (West)",2016,1,2,6.2,"S11"
"Choa Chu Kang (West)",2016,1,3,0.6,"S11"
"Choa Chu Kang (West)",2016,1,4,0.6,"S11"
"Choa Chu Kang (West)",2016,1,6,3.2,"S11"
"Choa Chu Kang (West)",2016,1,7,0,"S11"
"Choa Chu Kang (West)",2016,1,8,0,"S11"
"Choa Chu Kang (West)",2016,1,9,0,"S11"
"Choa Chu Kang (West)",2016,1,10,0.2,"S11"
"Choa Chu Kang (West)",2016,1,11,16.8,"S11"
"Choa Chu Kang (West)",2016,1,12,0.2,"S11"
"Choa Chu Kang (West)",2016,1,13,0.6,"S11"
"Choa Chu Kang (West)",2016,1,14,14.6,"S11"
"Choa Chu Kang (West)",2016,1,15,11,"S11"
"Choa Chu Kang (West)",2016,1,16,8.8,"S11"
"Choa Chu Kang (West)",2016,1,17,8.2,"S11"
"Choa Chu Kang (West)",2016,1,18,11.2,"S11"
"Choa Chu Kang (West)",2016,1,19,0.4,"S11"
"Choa Chu Kang (West)",2016,1,20,3.6,"S11"
"Choa Chu Kang (West)",2016,1,21,0,"S11"
"Choa Chu Kang (West)",2016,1,22,1,"S11"
"Choa Chu Kang (West)",2016,1,23,13.8,"S11"
"Choa Chu Kang (West)",2016,1,24,0.4,"S11"
"Choa Chu Kang (West)",2016,1,25,15,"S11"
"Choa Chu Kang (West)",2016,1,26,2,"S11"
"Choa Chu Kang (West)",2016,1,27,0,"S11"
"Choa Chu Kang (West)",2016,1,28,25.8,"S11"
"Choa Chu Kang (West)",2016,1,29,28.4,"S11"
"Choa Chu Kang (West)",2016,1,30,0.2,"S11"
"Choa Chu Kang (West)",2016,1,31,1.4,"S11"
"Choa Chu Kang (South)",2016,1,1,10.4,"S121"
"Choa Chu Kang (South)",2016,1,2,8.4,"S121"
"Choa Chu Kang (South)",2016,1,3,0.4,"S121"
"Choa Chu Kang (South)",2016,1,4,5.8,"S121"
"Choa Chu Kang (South)",2016,1,5,0,"S121"
"Choa Chu Kang (South)",2016,1,6,7.2,"S121"
"Choa Chu Kang (South)",2016,1,7,0,"S121"
"Choa Chu Kang (South)",2016,1,8,0,"S121"
"Choa Chu Kang (South)",2016,1,9,0,"S121"
"Choa Chu Kang (South)",2016,1,10,0,"S121"
"Choa Chu Kang (South)",2016,1,11,14.8,"S121"
"Choa Chu Kang (South)",2016,1,12,0,"S121"
"Choa Chu Kang (South)",2016,1,13,0,"S121"
"Choa Chu Kang (South)",2016,1,14,3.4,"S121"
"Choa Chu Kang (South)",2016,1,15,19.6,"S121"
"Choa Chu Kang (South)",2016,1,16,5.8,"S121"
"Choa Chu Kang (South)",2016,1,17,14.4,"S121"
"Choa Chu Kang (South)",2016,1,18,1,"S121"
"Choa Chu Kang (South)",2016,1,19,1.6,"S121"
"Choa Chu Kang (South)",2016,1,20,15.6,"S121"
"Choa Chu Kang (South)",2016,1,21,0,"S121"
"Choa Chu Kang (South)",2016,1,22,2.8,"S121"
"Choa Chu Kang (South)",2016,1,23,20.8,"S121"
"Choa Chu Kang (South)",2016,1,24,0,"S121"
"Choa Chu Kang (South)",2016,1,25,11.8,"S121"
"Choa Chu Kang (South)",2016,1,26,1.2,"S121"
"Choa Chu Kang (South)",2016,1,27,0,"S121"
"Choa Chu Kang (South)",2016,1,28,21.4,"S121"
"Choa Chu Kang (South)",2016,1,29,19.6,"S121"
"Choa Chu Kang (South)",2016,1,30,0.2,"S121"
"Choa Chu Kang (South)",2016,1,31,13.2,"S121"
"Choa Chu Kang (Central)",2016,1,1,9.8,"S114"
"Choa Chu Kang (Central)",2016,1,2,10.2,"S114"
"Choa Chu Kang (Central)",2016,1,3,0.4,"S114"
"Choa Chu Kang (Central)",2016,1,4,13.4,"S114"
"Choa Chu Kang (Central)",2016,1,5,0,"S114"
"Choa Chu Kang (Central)",2016,1,6,3.6,"S114"
"Choa Chu Kang (Central)",2016,1,7,0,"S114"
"Choa Chu Kang (Central)",2016,1,8,0,"S114"
"Choa Chu Kang (Central)",2016,1,9,0,"S114"
"Choa Chu Kang (Central)",2016,1,10,0,"S114"
"Choa Chu Kang (Central)",2016,1,11,5.6,"S114"
"Choa Chu Kang (Central)",2016,1,12,0,"S114"
"Choa Chu Kang (Central)",2016,1,13,0,"S114"
"Choa Chu Kang (Central)",2016,1,14,3.6,"S114"
"Choa Chu Kang (Central)",2016,1,15,7.8,"S114"
"Choa Chu Kang (Central)",2016,1,16,0.8,"S114"
"Choa Chu Kang (Central)",2016,1,17,26.2,"S114"
"Choa Chu Kang (Central)",2016,1,18,0.2,"S114"
"Choa Chu Kang (Central)",2016,1,19,2,"S114"
"Choa Chu Kang (Central)",2016,1,20,7.8,"S114"
"Choa Chu Kang (Central)",2016,1,21,0.2,"S114"
"Choa Chu Kang (Central)",2016,1,22,17,"S114"
"Choa Chu Kang (Central)",2016,1,23,8.2,"S114"
"Choa Chu Kang (Central)",2016,1,24,0,"S114"
"Choa Chu Kang (Central)",2016,1,25,18.2,"S114"
"Choa Chu Kang (Central)",2016,1,26,0.8,"S114"
"Choa Chu Kang (Central)",2016,1,27,0,"S114"
"Choa Chu Kang (Central)",2016,1,28,25.2,"S114"
"Choa Chu Kang (Central)",2016,1,29,7.4,"S114"
"Choa Chu Kang (Central)",2016,1,30,0,"S114"
"Choa Chu Kang (Central)",2016,1,31,7.2,"S114"
"Changi",2016,1,1,2,"S24"
"Changi",2016,1,2,39.6,"S24"
"Changi",2016,1,3,16.6,"S24"
"Changi",2016,1,4,0,"S24"
"Changi",2016,1,5,0,"S24"
"Changi",2016,1,6,0,"S24"
"Changi",2016,1,7,0,"S24"
"Changi",2016,1,8,0,"S24"
"Changi",2016,1,9,1.8,"S24"
"Changi",2016,1,10,0,"S24"
"Changi",2016,1,11,0,"S24"
"Changi",2016,1,12,0,"S24"
"Changi",2016,1,13,0,"S24"
"Changi",2016,1,14,0.2,"S24"
"Changi",2016,1,15,5.6,"S24"
"Changi",2016,1,16,12.2,"S24"
"Changi",2016,1,17,33.4,"S24"
"Changi",2016,1,18,2.6,"S24"
"Changi",2016,1,19,2,"S24"
"Changi",2016,1,20,0.8,"S24"
"Changi",2016,1,21,0.6,"S24"
"Changi",2016,1,22,0,"S24"
"Changi",2016,1,23,0,"S24"
"Changi",2016,1,24,0,"S24"
"Changi",2016,1,25,2.6,"S24"
"Changi",2016,1,26,6,"S24"
"Changi",2016,1,27,1,"S24"
"Changi",2016,1,28,0,"S24"
"Changi",2016,1,29,0,"S24"
"Changi",2016,1,30,0,"S24"
"Changi",2016,1,31,0,"S24"
"Chai Chee",2016,1,1,0.8,"S61"
"Chai Chee",2016,1,2,22.8,"S61"
"Chai Chee",2016,1,3,13.4,"S61"
"Chai Chee",2016,1,4,0,"S61"
"Chai Chee",2016,1,5,0,"S61"
"Chai Chee",2016,1,6,0,"S61"
"Chai Chee",2016,1,7,0,"S61"
"Chai Chee",2016,1,8,0,"S61"
"Chai Chee",2016,1,9,0.2,"S61"
"Chai Chee",2016,1,10,0,"S61"
"Chai Chee",2016,1,11,0,"S61"
"Chai Chee",2016,1,12,0,"S61"
"Chai Chee",2016,1,13,0,"S61"
"Chai Chee",2016,1,14,0,"S61"
"Chai Chee",2016,1,15,36,"S61"
"Chai Chee",2016,1,16,43.6,"S61"
"Chai Chee",2016,1,17,6.8,"S61"
"Chai Chee",2016,1,18,0,"S61"
"Chai Chee",2016,1,19,1,"S61"
"Chai Chee",2016,1,20,0.8,"S61"
"Chai Chee",2016,1,21,1,"S61"
"Chai Chee",2016,1,22,1.2,"S61"
"Chai Chee",2016,1,23,10.8,"S61"
"Chai Chee",2016,1,24,0,"S61"
"Chai Chee",2016,1,25,0.4,"S61"
"Chai Chee",2016,1,26,8.2,"S61"
"Chai Chee",2016,1,27,0.2,"S61"
"Chai Chee",2016,1,28,0.2,"S61"
"Chai Chee",2016,1,29,1.6,"S61"
"Chai Chee",2016,1,30,0,"S61"
"Chai Chee",2016,1,31,0,"S61"
"Buona Vista",2016,1,1,1,"S92"
"Buona Vista",2016,1,2,15.2,"S92"
"Buona Vista",2016,1,3,0.6,"S92"
"Buona Vista",2016,1,4,9.2,"S92"
"Buona Vista",2016,1,5,0,"S92"
"Buona Vista",2016,1,6,0,"S92"
"Buona Vista",2016,1,7,0,"S92"
"Buona Vista",2016,1,8,0,"S92"
"Buona Vista",2016,1,9,2.4,"S92"
"Buona Vista",2016,1,10,0,"S92"
"Buona Vista",2016,1,11,29.6,"S92"
"Buona Vista",2016,1,12,0.4,"S92"
"Buona Vista",2016,1,13,0,"S92"
"Buona Vista",2016,1,14,31.4,"S92"
"Buona Vista",2016,1,15,10,"S92"
"Buona Vista",2016,1,16,1.2,"S92"
"Buona Vista",2016,1,17,3.6,"S92"
"Buona Vista",2016,1,18,13.4,"S92"
"Buona Vista",2016,1,19,0.6,"S92"
"Buona Vista",2016,1,20,5.2,"S92"
"Buona Vista",2016,1,21,0.6,"S92"
"Buona Vista",2016,1,22,72.4,"S92"
"Buona Vista",2016,1,23,0.6,"S92"
"Buona Vista",2016,1,24,0,"S92"
"Buona Vista",2016,1,25,7.4,"S92"
"Buona Vista",2016,1,26,3.6,"S92"
"Buona Vista",2016,1,27,0,"S92"
"Buona Vista",2016,1,28,29.6,"S92"
"Buona Vista",2016,1,29,15.8,"S92"
"Buona Vista",2016,1,30,0.2,"S92"
"Buona Vista",2016,1,31,8,"S92"
"Bukit Timah",2016,1,1,0.6,"S90"
"Bukit Timah",2016,1,2,24.8,"S90"
"Bukit Timah",2016,1,3,1,"S90"
"Bukit Timah",2016,1,4,16,"S90"
"Bukit Timah",2016,1,5,0,"S90"
"Bukit Timah",2016,1,6,0,"S90"
"Bukit Timah",2016,1,7,0,"S90"
"Bukit Timah",2016,1,8,0,"S90"
"Bukit Timah",2016,1,9,6.6,"S90"
"Bukit Timah",2016,1,10,0,"S90"
"Bukit Timah",2016,1,11,18.6,"S90"
"Bukit Timah",2016,1,12,0,"S90"
"Bukit Timah",2016,1,13,0,"S90"
"Bukit Timah",2016,1,14,14,"S90"
"Bukit Timah",2016,1,15,7.6,"S90"
"Bukit Timah",2016,1,16,7.8,"S90"
"Bukit Timah",2016,1,17,17.6,"S90"
"Bukit Timah",2016,1,18,33.2,"S90"
"Bukit Timah",2016,1,19,1.2,"S90"
"Bukit Timah",2016,1,20,6.6,"S90"
"Bukit Timah",2016,1,21,0,"S90"
"Bukit Timah",2016,1,22,45.2,"S90"
"Bukit Timah",2016,1,23,1.4,"S90"
"Bukit Timah",2016,1,24,0,"S90"
"Bukit Timah",2016,1,25,9,"S90"
"Bukit Timah",2016,1,26,3.2,"S90"
"Bukit Timah",2016,1,27,0,"S90"
"Bukit Timah",2016,1,28,8.6,"S90"
"Bukit Timah",2016,1,29,1.6,"S90"
"Bukit Timah",2016,1,30,0,"S90"
"Bukit Timah",2016,1,31,6.2,"S90"
"Bukit Panjang",2016,1,1,6.8,"S64"
"Bukit Panjang",2016,1,2,14.2,"S64"
"Bukit Panjang",2016,1,3,0.6,"S64"
"Bukit Panjang",2016,1,4,6,"S64"
"Bukit Panjang",2016,1,5,0,"S64"
"Bukit Panjang",2016,1,6,0,"S64"
"Bukit Panjang",2016,1,7,0,"S64"
"Bukit Panjang",2016,1,8,0,"S64"
"Bukit Panjang",2016,1,9,0,"S64"
"Bukit Panjang",2016,1,10,0,"S64"
"Bukit Panjang",2016,1,11,10.8,"S64"
"Bukit Panjang",2016,1,12,0,"S64"
"Bukit Panjang",2016,1,13,0.4,"S64"
"Bukit Panjang",2016,1,14,1.6,"S64"
"Bukit Panjang",2016,1,15,7.8,"S64"
"Bukit Panjang",2016,1,16,1.4,"S64"
"Bukit Panjang",2016,1,17,3.2,"S64"
"Bukit Panjang",2016,1,18,1.4,"S64"
"Bukit Panjang",2016,1,19,0.4,"S64"
"Bukit Panjang",2016,1,20,4.8,"S64"
"Bukit Panjang",2016,1,21,0.2,"S64"
"Bukit Panjang",2016,1,22,55.4,"S64"
"Bukit Panjang",2016,1,23,5.6,"S64"
"Bukit Panjang",2016,1,24,0,"S64"
"Bukit Panjang",2016,1,25,12.2,"S64"
"Bukit Panjang",2016,1,26,1,"S64"
"Bukit Panjang",2016,1,27,1.2,"S64"
"Bukit Panjang",2016,1,28,45.4,"S64"
"Bukit Panjang",2016,1,29,0.4,"S64"
"Bukit Panjang",2016,1,30,0,"S64"
"Bukit Panjang",2016,1,31,5.4,"S64"
"Buangkok",2016,1,1,2.6,"S55"
"Buangkok",2016,1,2,14,"S55"
"Buangkok",2016,1,3,4.8,"S55"
"Buangkok",2016,1,4,2.2,"S55"
"Buangkok",2016,1,5,0,"S55"
"Buangkok",2016,1,6,1.6,"S55"
"Buangkok",2016,1,7,0,"S55"
"Buangkok",2016,1,8,0,"S55"
"Buangkok",2016,1,9,0.8,"S55"
"Buangkok",2016,1,10,0,"S55"
"Buangkok",2016,1,11,0,"S55"
"Buangkok",2016,1,12,0,"S55"
"Buangkok",2016,1,13,0,"S55"
"Buangkok",2016,1,14,0.6,"S55"
"Buangkok",2016,1,15,14.6,"S55"
"Buangkok",2016,1,16,2.2,"S55"
"Buangkok",2016,1,17,18.4,"S55"
"Buangkok",2016,1,18,1.6,"S55"
"Buangkok",2016,1,19,0.4,"S55"
"Buangkok",2016,1,20,3.2,"S55"
"Buangkok",2016,1,21,0.4,"S55"
"Buangkok",2016,1,22,1.4,"S55"
"Buangkok",2016,1,23,7.8,"S55"
"Buangkok",2016,1,24,1.6,"S55"
"Buangkok",2016,1,25,5.6,"S55"
"Buangkok",2016,1,26,2,"S55"
"Buangkok",2016,1,27,0,"S55"
"Buangkok",2016,1,28,0,"S55"
"Buangkok",2016,1,29,2.2,"S55"
"Buangkok",2016,1,30,0,"S55"
"Buangkok",2016,1,31,0,"S55"
"Botanic Garden",2016,1,1,1.4,"S120"
"Botanic Garden",2016,1,2,23.4,"S120"
"Botanic Garden",2016,1,3,1,"S120"
"Botanic Garden",2016,1,4,12.4,"S120"
"Botanic Garden",2016,1,5,0,"S120"
"Botanic Garden",2016,1,6,0.2,"S120"
"Botanic Garden",2016,1,7,0,"S120"
"Botanic Garden",2016,1,8,0,"S120"
"Botanic Garden",2016,1,9,7.6,"S120"
"Botanic Garden",2016,1,10,0,"S120"
"Botanic Garden",2016,1,11,23.8,"S120"
"Botanic Garden",2016,1,12,0.2,"S120"
"Botanic Garden",2016,1,13,0,"S120"
"Botanic Garden",2016,1,14,13.4,"S120"
"Botanic Garden",2016,1,15,14.6,"S120"
"Botanic Garden",2016,1,16,8,"S120"
"Botanic Garden",2016,1,17,28.8,"S120"
"Botanic Garden",2016,1,18,25.8,"S120"
"Botanic Garden",2016,1,19,1.8,"S120"
"Botanic Garden",2016,1,20,8.6,"S120"
"Botanic Garden",2016,1,21,0.2,"S120"
"Botanic Garden",2016,1,22,54.4,"S120"
"Botanic Garden",2016,1,23,1.2,"S120"
"Botanic Garden",2016,1,24,0,"S120"
"Botanic Garden",2016,1,25,9.4,"S120"
"Botanic Garden",2016,1,26,4,"S120"
"Botanic Garden",2016,1,27,1.2,"S120"
"Botanic Garden",2016,1,28,5.6,"S120"
"Botanic Garden",2016,1,29,4,"S120"
"Botanic Garden",2016,1,30,0,"S120"
"Botanic Garden",2016,1,31,8.6,"S120"
"Boon Lay (West)",2016,1,5,0.2,"S63"
"Boon Lay (West)",2016,1,6,7.6,"S63"
"Boon Lay (West)",2016,1,7,0,"S63"
"Boon Lay (West)",2016,1,8,0,"S63"
"Boon Lay (West)",2016,1,9,0,"S63"
"Boon Lay (West)",2016,1,10,0,"S63"
"Boon Lay (West)",2016,1,11,50.4,"S63"
"Boon Lay (West)",2016,1,12,0.2,"S63"
"Boon Lay (West)",2016,1,13,0.8,"S63"
"Boon Lay (West)",2016,1,14,7.4,"S63"
"Boon Lay (West)",2016,1,15,1.2,"S63"
"Boon Lay (West)",2016,1,16,0.4,"S63"
"Boon Lay (West)",2016,1,17,18.4,"S63"
"Boon Lay (West)",2016,1,18,16,"S63"
"Boon Lay (West)",2016,1,19,0.6,"S63"
"Boon Lay (West)",2016,1,20,13.2,"S63"
"Boon Lay (West)",2016,1,21,0,"S63"
"Boon Lay (West)",2016,1,22,6.8,"S63"
"Boon Lay (West)",2016,1,23,39.4,"S63"
"Boon Lay (West)",2016,1,24,0.2,"S63"
"Boon Lay (West)",2016,1,25,7,"S63"
"Boon Lay (West)",2016,1,26,1.8,"S63"
"Boon Lay (West)",2016,1,27,0,"S63"
"Boon Lay (West)",2016,1,28,55.2,"S63"
